epoch,binary_accuracy,loss,lr,val_binary_accuracy,val_loss
28,0.9010193347930908,0.22828534245491028,0.000125,0.8372719883918762,0.3712480664253235
0,0.8094505667686462,0.41041600704193115,0.000125,0.8074212074279785,0.4070851504802704
1,0.8195058703422546,0.38701221346855164,0.000125,0.8139165043830872,0.39565509557724
2,0.8244643807411194,0.37924298644065857,0.000125,0.8245577812194824,0.37404772639274597
3,0.8300276398658752,0.36987924575805664,0.000125,0.8227611780166626,0.3766744136810303
4,0.8326191902160645,0.36360394954681396,0.000125,0.823383092880249,0.37535667419433594
5,0.8352798819541931,0.3570879101753235,0.000125,0.8084577322006226,0.40511354804039
6,0.8404111862182617,0.3490062355995178,6.25e-05,0.8367191553115845,0.3455938994884491
7,0.8417933583259583,0.3468160033226013,6.25e-05,0.835337221622467,0.3475814759731293
8,0.8416206240653992,0.3450062572956085,6.25e-05,0.8401050567626953,0.34144139289855957
9,0.8441603183746338,0.34223756194114685,6.25e-05,0.8360282182693481,0.3464682102203369
10,0.8459053039550781,0.33615607023239136,6.25e-05,0.8443891406059265,0.33651238679885864
11,0.8480131030082703,0.3349399268627167,6.25e-05,0.8378247618675232,0.34418797492980957
12,0.8461298942565918,0.3347838521003723,6.25e-05,0.8414869904518127,0.3382801115512848
13,0.8502246141433716,0.33102789521217346,6.25e-05,0.8381011486053467,0.3435502052307129
14,0.8523151278495789,0.32702744007110596,3.125e-05,0.8439745903015137,0.33909064531326294
15,0.8522114753723145,0.32451969385147095,3.125e-05,0.8454947471618652,0.3333638906478882
16,0.8572564125061035,0.32207560539245605,3.125e-05,0.8433526754379272,0.33807429671287537
17,0.852297842502594,0.32444998621940613,3.125e-05,0.8452183604240417,0.33358097076416016
18,0.8540083169937134,0.32241353392601013,3.125e-05,0.8461857438087463,0.33433765172958374
19,0.8563752770423889,0.3197566568851471,1.5625e-05,0.8470149040222168,0.33287301659584045
20,0.8541983366012573,0.3223479390144348,1.5625e-05,0.8445964455604553,0.33726051449775696
0,0.6463717818260193,0.6246108412742615,0.001,0.6252073049545288,0.6868293285369873
1,0.6912923455238342,0.5838018655776978,0.001,0.680002748966217,0.5880752205848694
2,0.7031444311141968,0.5642783045768738,0.001,0.7122028470039368,0.5637834668159485
3,0.711437463760376,0.5513729453086853,0.001,0.6381288170814514,0.5968139171600342
4,0.7196440696716309,0.5406878590583801,0.001,0.70536208152771,0.562816321849823
5,0.7276433706283569,0.5271417498588562,0.001,0.658029317855835,0.7108196020126343
6,0.7227885127067566,0.5406346321105957,0.001,0.738598644733429,0.5113698244094849
7,0.7372840642929077,0.5171064734458923,0.001,0.7126174569129944,0.5629286766052246
8,0.7430200576782227,0.5096460580825806,0.001,0.7459231615066528,0.5039047598838806
9,0.7454906702041626,0.5042918920516968,0.001,0.739635169506073,0.5092090964317322
10,0.7536972761154175,0.49245062470436096,0.001,0.7189745903015137,0.5496312975883484
11,0.7546129822731018,0.4915662407875061,0.001,0.7545605301856995,0.4988909661769867
12,0.7564443945884705,0.49039196968078613,0.001,0.7315505743026733,0.5226776003837585
13,0.7648583054542542,0.4766327142715454,0.001,0.7312741875648499,0.5245000123977661
14,0.7501727938652039,0.49647319316864014,0.001,0.7546987533569336,0.49592798948287964
15,0.7664305567741394,0.4709375500679016,0.001,0.7571862936019897,0.4871026277542114
16,0.7609018683433533,0.47668901085853577,0.001,0.7549059987068176,0.48910218477249146
17,0.7701796889305115,0.4665774703025818,0.001,0.7506219148635864,0.4916398823261261
18,0.7763821482658386,0.45463600754737854,0.001,0.6925787925720215,0.5750282406806946
19,0.7822563648223877,0.4450051188468933,0.0005,0.7671365141868591,0.47314387559890747
20,0.7909640669822693,0.4326876103878021,0.0005,0.76520174741745,0.4723756015300751
21,0.7929509282112122,0.43225663900375366,0.0005,0.7492399215698242,0.5038586258888245
22,0.7953006029129028,0.428072065114975,0.0005,0.7657545804977417,0.48056817054748535
23,0.796389102935791,0.4222579300403595,0.0005,0.7700387239456177,0.4692300260066986
24,0.7989633679389954,0.41873300075531006,0.0005,0.7633361220359802,0.48817166686058044
25,0.8019350171089172,0.4157411456108093,0.0005,0.7698314189910889,0.4752904176712036
26,0.8043019771575928,0.4118032455444336,0.0005,0.7624378204345703,0.481512188911438
27,0.813061535358429,0.39600640535354614,0.00025,0.7718352675437927,0.46820583939552307
28,0.8144955039024353,0.3927134871482849,0.00025,0.768933117389679,0.4700516164302826
29,0.8173980712890625,0.39128267765045166,0.00025,0.7721116542816162,0.4698006212711334
30,0.8201969861984253,0.3869907557964325,0.00025,0.7752901911735535,0.4669831097126007
31,0.8206807374954224,0.3835732042789459,0.00025,0.7659618854522705,0.47808343172073364
32,0.8207325339317322,0.3838798701763153,0.00025,0.7726644277572632,0.4711229205131531
33,0.8238251805305481,0.3794417381286621,0.00025,0.7741155624389648,0.4701830744743347
34,0.829906702041626,0.3690795600414276,0.000125,0.7763267159461975,0.46755242347717285
35,0.8312715888023376,0.36723658442497253,0.000125,0.7668601274490356,0.4789893627166748
0,0.6854181289672852,0.6077355146408081,0.001,0.6165699362754822,0.7526787519454956
1,0.7412405014038086,0.5118555426597595,0.001,0.7316887974739075,0.5255492925643921
2,0.7638044357299805,0.47494393587112427,0.001,0.6883637309074402,0.661165714263916
3,0.7731513381004333,0.4583931267261505,0.001,0.645729660987854,0.9690884351730347
4,0.7850725650787354,0.44065988063812256,0.001,0.707158625125885,0.6604974269866943
5,0.8011575937271118,0.41721048951148987,0.0005,0.7520729899406433,0.4863576889038086
6,0.8045093417167664,0.40916138887405396,0.0005,0.7573245167732239,0.481998473405838
7,0.8092778325080872,0.3989984095096588,0.0005,0.7450940012931824,0.5088694095611572
8,0.8148065209388733,0.39275017380714417,0.0005,0.7482725381851196,0.5302110314369202
9,0.8159295320510864,0.3900158703327179,0.0005,0.7590519785881042,0.48699814081192017
10,0.8296302556991577,0.36669543385505676,0.00025,0.7694168090820312,0.4831731617450714
11,0.8293020129203796,0.36078596115112305,0.00025,0.6927860975265503,0.7262120842933655
0,0.6786800026893616,0.6127681136131287,0.001,0.7021144032478333,0.5620536804199219
1,0.7400656342506409,0.5131025910377502,0.001,0.7327252626419067,0.5275628566741943
2,0.7646510004997253,0.4762347638607025,0.001,0.6506357192993164,0.7660598754882812
3,0.7775397300720215,0.4532279670238495,0.001,0.7492399215698242,0.5163952708244324
4,0.786437451839447,0.4384515583515167,0.001,0.7334162592887878,0.5145381689071655
5,0.7954906821250916,0.42192909121513367,0.001,0.6281785368919373,0.8514124155044556
6,0.7969937920570374,0.42172354459762573,0.001,0.7785378694534302,0.4596627354621887
7,0.8095715045928955,0.4038468599319458,0.001,0.602128267288208,1.3326530456542969
8,0.811765730381012,0.39633965492248535,0.001,0.7837203145027161,0.45170027017593384
9,0.8123358488082886,0.3981262147426605,0.001,0.7587064504623413,0.5080708265304565
10,0.8211990594863892,0.38004857301712036,0.001,0.7935323119163513,0.44337376952171326
11,0.8256738185882568,0.3730890452861786,0.001,0.7951216101646423,0.4488011300563812
12,0.825501024723053,0.37855371832847595,0.001,0.7609176635742188,0.5039549469947815
13,0.8359882235527039,0.35579508543014526,0.001,0.7506909966468811,0.5529327988624573
14,0.8489288091659546,0.33217161893844604,0.0005,0.7566335201263428,0.5195817947387695
15,0.8547166585922241,0.32265597581863403,0.0005,0.6386125087738037,1.2025917768478394
0,0.6339668035507202,0.6366571187973022,0.001,0.6862907409667969,0.5761896371841431
1,0.6926572322845459,0.5736544728279114,0.001,0.7062603831291199,0.5561050772666931
2,0.690186619758606,0.5734061598777771,0.001,0.626589298248291,0.6291969418525696
3,0.7053213715553284,0.5558188557624817,0.001,0.6622443199157715,0.6276894211769104
4,0.7090186476707458,0.5515535473823547,0.001,0.6868435740470886,0.5723499059677124
5,0.7226848602294922,0.5320339202880859,0.0005,0.7181453704833984,0.5484844446182251
6,0.7226330041885376,0.5346325635910034,0.0005,0.7200110554695129,0.5366219878196716
7,0.7268832325935364,0.5253219604492188,0.0005,0.7195964455604553,0.5356403589248657
8,0.7230131030082703,0.5288002490997314,0.0005,0.6273493766784668,0.6564889550209045
9,0.7274879217147827,0.5262122750282288,0.0005,0.7281647324562073,0.5234697461128235
10,0.7324637174606323,0.5179157853126526,0.0005,0.7251935005187988,0.5336189270019531
11,0.7362992167472839,0.5116106271743774,0.0005,0.7184908986091614,0.5320274233818054
12,0.7385452389717102,0.5090018510818481,0.0005,0.7284411191940308,0.5213510394096375
13,0.7404630184173584,0.5033884048461914,0.0005,0.727681040763855,0.5173866748809814
14,0.7449723482131958,0.5018836259841919,0.0005,0.7381149530410767,0.5194739103317261
15,0.7461472153663635,0.4983672499656677,0.0005,0.7329325675964355,0.5310972929000854
16,0.74917072057724,0.4939326345920563,0.0005,0.7422609329223633,0.5092709064483643
17,0.7527989149093628,0.4887419044971466,0.0005,0.7365947961807251,0.5096287727355957
18,0.7520041465759277,0.4940948486328125,0.0005,0.7453012466430664,0.5016040802001953
19,0.7543538212776184,0.48535314202308655,0.0005,0.7426754832267761,0.5014975070953369
20,0.756219744682312,0.48271116614341736,0.0005,0.7298921942710876,0.51475590467453
21,0.7640808820724487,0.47506117820739746,0.0005,0.7397042512893677,0.5056020617485046
22,0.7591568827629089,0.4775364398956299,0.0005,0.7506219148635864,0.4956541955471039
23,0.7670352458953857,0.4667816758155823,0.0005,0.7484798431396484,0.4931696057319641
24,0.7722702026367188,0.46129855513572693,0.0005,0.7450248599052429,0.501817524433136
25,0.7730649709701538,0.45526233315467834,0.0005,0.755527913570404,0.48859846591949463
26,0.7714927196502686,0.45855942368507385,0.0005,0.7468905448913574,0.4957280457019806
27,0.7601762413978577,0.47881025075912476,0.0005,0.7438501715660095,0.5066986680030823
28,0.7699205279350281,0.4603900909423828,0.0005,0.7502763867378235,0.4965493977069855
29,0.7889944911003113,0.4365076422691345,0.00025,0.752694845199585,0.49274757504463196
30,0.7918797731399536,0.43090394139289856,0.00025,0.7498617768287659,0.49200132489204407
0,0.6016819477081299,0.760671854019165,0.001,0.2431192696094513,5.407179832458496
1,0.719546377658844,0.5693053603172302,0.001,0.24515800178050995,2.3903377056121826
2,0.7725535035133362,0.4942432940006256,0.001,0.27981650829315186,1.265968680381775
3,0.8176605701446533,0.428478866815567,0.001,0.44546380639076233,0.7966464757919312
4,0.8320591449737549,0.3914337754249573,0.001,0.5825688242912292,0.6525427103042603
5,0.8498980402946472,0.36410966515541077,0.001,0.8124362826347351,0.47689375281333923
6,0.8537206649780273,0.33838513493537903,0.001,0.8103975653648376,0.44787275791168213
7,0.8606014251708984,0.32582104206085205,0.001,0.8068297505378723,0.4244166910648346
8,0.871814489364624,0.2978231906890869,0.001,0.819571852684021,0.39676788449287415
9,0.8826452493667603,0.27965453267097473,0.001,0.8231396675109863,0.3916381895542145
10,0.8985728621482849,0.25208723545074463,0.001,0.8165137767791748,0.3921331465244293
11,0.8987002968788147,0.2426299899816513,0.001,0.8129459619522095,0.4076058566570282
12,0.9004842042922974,0.23782232403755188,0.001,0.8190621733665466,0.40429162979125977
13,0.9174311757087708,0.20189833641052246,0.0005,0.810907244682312,0.412288635969162
14,0.9296635985374451,0.18548624217510223,0.0005,0.8149847388267517,0.4096182584762573
0,0.5466361045837402,0.8589709997177124,0.001,0.5265035629272461,1.1341456174850464
1,0.6035932898521423,0.6816624999046326,0.001,0.5270132422447205,1.0470776557922363
2,0.6411824822425842,0.6338144540786743,0.001,0.5397553443908691,0.7843817472457886
3,0.6553261876106262,0.628176748752594,0.001,0.5300713777542114,1.0113121271133423
4,0.6551987528800964,0.6206983923912048,0.001,0.5774719715118408,0.6860199570655823
5,0.669469952583313,0.6034727096557617,0.001,0.5662589073181152,0.7773845195770264
6,0.6777523159980774,0.5920470952987671,0.001,0.6411824822425842,0.6178503036499023
7,0.6860346794128418,0.5803027153015137,0.001,0.5779816508293152,0.6686005592346191
8,0.6935524940490723,0.5705826878547668,0.001,0.5978593230247498,0.6643426418304443
9,0.6966106295585632,0.5713503956794739,0.001,0.6294597387313843,0.6698510646820068
10,0.7143221497535706,0.546658992767334,0.0005,0.6513761281967163,0.6041291952133179
11,0.7251529097557068,0.5241435766220093,0.0005,0.6503567695617676,0.6030450463294983
12,0.7464321851730347,0.5033367276191711,0.0005,0.6371049880981445,0.6219668388366699
13,0.75,0.4972658157348633,0.0005,0.6095820665359497,0.6920111775398254
14,0.752293586730957,0.49744266271591187,0.0005,0.643730878829956,0.6105298399925232
15,0.7735728621482849,0.46528610587120056,0.00025,0.6427115201950073,0.6283749341964722
16,0.7805810570716858,0.451689213514328,0.00025,0.6299694180488586,0.6423298120498657
0,0.5581039786338806,0.8534952998161316,0.001,0.4556574821472168,1.7346200942993164
1,0.6229612827301025,0.6713172197341919,0.001,0.5316004157066345,0.8973443508148193
2,0.6674311757087708,0.6141522526741028,0.001,0.5096839666366577,0.7864137291908264
3,0.6745667457580566,0.6064175963401794,0.001,0.4959225356578827,0.7702218294143677
4,0.6841233372688293,0.5948676466941833,0.001,0.6396534442901611,0.6487060189247131
5,0.6850152611732483,0.594075620174408,0.001,0.5733944773674011,0.6685161590576172
6,0.7173802256584167,0.5679877996444702,0.001,0.6610601544380188,0.6175121665000916
7,0.7121559381484985,0.5502722263336182,0.001,0.5061162114143372,0.7229766845703125
8,0.7317788004875183,0.5333951115608215,0.001,0.6585116982460022,0.6122894287109375
9,0.7344546318054199,0.5294066667556763,0.001,0.689092755317688,0.5760836601257324
10,0.7317788004875183,0.5306217670440674,0.001,0.7155963182449341,0.5721451044082642
11,0.7525483965873718,0.4914965033531189,0.001,0.6778796911239624,0.6004507541656494
12,0.7686034440994263,0.47401610016822815,0.001,0.6656473278999329,0.6709268093109131
13,0.7561162114143372,0.4868716299533844,0.001,0.6106014251708984,0.8683819770812988
14,0.7931957244873047,0.44490835070610046,0.0005,0.6462793350219727,0.7374791502952576
15,0.807721734046936,0.42371219396591187,0.0005,0.655453622341156,0.7951642870903015
0,0.6073558926582336,0.8234842419624329,0.001,0.38410595059394836,5.674139976501465
1,0.694499671459198,0.6046279072761536,0.001,0.40066224336624146,1.868249773979187
2,0.7210072875022888,0.559935450553894,0.001,0.5900662541389465,0.7766348719596863
3,0.7344267964363098,0.5293458700180054,0.001,0.6079469919204712,0.7251161932945251
4,0.7639164924621582,0.49245867133140564,0.001,0.6039735078811646,0.7002547979354858
5,0.7697150707244873,0.472791463136673,0.001,0.47350993752479553,0.883901834487915
6,0.7912524938583374,0.4565208852291107,0.001,0.6066225171089172,0.6539148092269897
7,0.7914181351661682,0.44698670506477356,0.001,0.5801324248313904,0.7119176983833313
8,0.8161033987998962,0.4050220549106598,0.001,0.7099337577819824,0.563015341758728
9,0.8190854787826538,0.3920537233352661,0.001,0.7523179054260254,0.5294237732887268
10,0.8454274535179138,0.3602552115917206,0.001,0.7675496935844421,0.48948270082473755
11,0.8517230153083801,0.3399147093296051,0.001,0.7649006843566895,0.4970983564853668
12,0.8611663579940796,0.3125126361846924,0.001,0.7589403986930847,0.5149460434913635
13,0.872266411781311,0.2922343909740448,0.001,0.7801324725151062,0.4901977479457855
14,0.8861829042434692,0.27381953597068787,0.0005,0.7788079380989075,0.48876604437828064
15,0.9010934233665466,0.24743884801864624,0.0005,0.7735099196434021,0.520616888999939
0,0.6178014278411865,0.7565670013427734,0.001,0.5621203780174255,0.7299304604530334
1,0.8634856939315796,0.4893253743648529,0.001,0.9072335958480835,0.5068825483322144
2,0.9609169960021973,0.3135583698749542,0.001,1.0,0.16603568196296692
3,0.9884684681892395,0.168159618973732,0.001,1.0,0.09946021437644958
4,0.9964093565940857,0.0878053531050682,0.001,1.0,0.05734926089644432
5,0.9980665445327759,0.05018585920333862,0.001,1.0,0.025509240105748177
6,0.9992404580116272,0.030888954177498817,0.001,1.0,0.018934333696961403
7,0.9996547698974609,0.021501591429114342,0.001,1.0,0.017285799607634544
8,0.9997237920761108,0.01554569136351347,0.001,1.0,0.011878333985805511
9,0.9997928738594055,0.011583684012293816,0.001,1.0,0.008213660679757595
10,0.9995856881141663,0.009905723854899406,0.001,1.0,0.006835440173745155
11,0.9995856881141663,0.008297542110085487,0.001,1.0,0.0072026243433356285
12,1.0,0.006182113662362099,0.001,1.0,0.005133829079568386
13,0.9997237920761108,0.005570861976593733,0.001,1.0,0.005805436987429857
14,0.9998618960380554,0.004770977888256311,0.001,1.0,0.004128279630094767
15,0.9999309778213501,0.0037900356110185385,0.001,1.0,0.0034775512758642435
16,1.0,0.003313753753900528,0.001,1.0,0.00287936651147902
17,0.9999309778213501,0.0031188104767352343,0.001,1.0,0.0024502472952008247
18,1.0,0.0027029782067984343,0.001,1.0,0.0026848469860851765
19,0.9998618960380554,0.002452002838253975,0.001,1.0,0.003539129626005888
20,1.0,0.002177382353693247,0.001,1.0,0.0020564605947583914
21,1.0,0.001956069143489003,0.001,1.0,0.001872229389846325
22,1.0,0.00171240558847785,0.001,1.0,0.001557381241582334
23,1.0,0.001640342059545219,0.001,1.0,0.0015582983614876866
24,0.9999309778213501,0.001567268860526383,0.001,1.0,0.0013244363944977522
25,1.0,0.001350220525637269,0.001,1.0,0.0012926652561873198
26,0.9999309778213501,0.0016115641919896007,0.001,1.0,0.0021866299211978912
0,0.5969060659408569,0.7541357278823853,0.001,0.5734685659408569,0.787392258644104
1,0.6547495722770691,0.6233938932418823,0.001,0.5631208419799805,0.6692028045654297
2,0.6835161447525024,0.5898800492286682,0.001,0.6202400922775269,0.621525228023529
3,0.7192673683166504,0.5460940599441528,0.001,0.642177164554596,0.587634265422821
4,0.7408940196037292,0.5119335055351257,0.001,0.6976407170295715,0.5787010192871094
5,0.7679532170295715,0.47682860493659973,0.001,0.6146523356437683,0.824443519115448
6,0.7790769934654236,0.45652690529823303,0.001,0.642177164554596,0.8892354369163513
7,0.7950641512870789,0.43316078186035156,0.001,0.5991308093070984,1.1091817617416382
8,0.8158630132675171,0.39838290214538574,0.0005,0.6701158881187439,0.8520547151565552
9,0.8266763091087341,0.37665417790412903,0.0005,0.7682119011878967,0.5268059372901917
10,0.8312293291091919,0.3690927028656006,0.0005,0.757864236831665,0.5615295171737671
11,0.8418356776237488,0.35459697246551514,0.0005,0.7820777893066406,0.4892050623893738
12,0.8513038158416748,0.3334902822971344,0.0005,0.8042218685150146,0.4415237307548523
13,0.8631001710891724,0.31096991896629333,0.0005,0.6988824605941772,0.9908681511878967
14,0.8688948750495911,0.2987135648727417,0.0005,0.7464817762374878,0.7114989757537842
15,0.8727235198020935,0.29197031259536743,0.0005,0.8172599077224731,0.44884467124938965
16,0.8828125,0.27166247367858887,0.00025,0.8226407170295715,0.40985071659088135
17,0.8948675394058228,0.2530497610569,0.00025,0.7599337697029114,0.7431665062904358
18,0.8983340263366699,0.244538813829422,0.00025,0.743791401386261,0.956510603427887
19,0.8937810659408569,0.2490226775407791,0.00025,0.7998758554458618,0.5213777422904968
20,0.9063534736633301,0.2283259779214859,0.000125,0.8242963552474976,0.4523361921310425
21,0.9104408025741577,0.22192342579364777,0.000125,0.8315397500991821,0.4259392321109772
0,0.8910906314849854,0.25737103819847107,0.00025,0.8242963552474976,0.415155291557312
1,0.8970922827720642,0.24301612377166748,0.00025,0.8071191906929016,0.4816138744354248
2,0.9080091118812561,0.22433623671531677,0.00025,0.8286423683166504,0.43483856320381165
3,0.9109581708908081,0.21981394290924072,0.00025,0.7915976643562317,0.5845328569412231
4,0.9210989475250244,0.20119178295135498,0.000125,0.8118791580200195,0.5156921148300171
5,0.9274110198020935,0.18909485638141632,0.000125,0.7911837697029114,0.6218559741973877
0,0.8910906314849854,0.25737103819847107,0.00025,0.8242963552474976,0.415155291557312
1,0.8970922827720642,0.24301612377166748,0.00025,0.8071191906929016,0.4816138744354248
2,0.9080091118812561,0.22433623671531677,0.00025,0.8286423683166504,0.43483856320381165
3,0.9109581708908081,0.21981394290924072,0.00025,0.7915976643562317,0.5845328569412231
4,0.9210989475250244,0.20119178295135498,0.000125,0.8118791580200195,0.5156921148300171
5,0.9274110198020935,0.18909485638141632,0.000125,0.7911837697029114,0.6218559741973877
0,0.6049772500991821,0.7661489844322205,0.001,0.5186258554458618,0.9745528101921082
1,0.6641659736633301,0.6189607977867126,0.001,0.5831953883171082,0.6422415375709534
2,0.6875,0.5850821733474731,0.001,0.5844370722770691,0.6415438055992126
3,0.7211816906929016,0.542688250541687,0.001,0.6274834275245667,0.654111385345459
4,0.7425496578216553,0.5113619565963745,0.001,0.6510761380195618,0.5801213383674622
5,0.770177960395813,0.47143182158470154,0.001,0.7350993156433105,0.5248921513557434
6,0.7970302104949951,0.4329862892627716,0.001,0.7390314340591431,0.5190964341163635
7,0.8073778748512268,0.4084775149822235,0.001,0.7139900922775269,0.6473206877708435
8,0.8159147500991821,0.4015958607196808,0.001,0.6370033025741577,0.7314134240150452
9,0.8298841118812561,0.3631874918937683,0.001,0.7802152037620544,0.4807990789413452
10,0.8439569473266602,0.35161516070365906,0.001,0.756208598613739,0.5408567786216736
11,0.8554428815841675,0.322134405374527,0.001,0.65625,1.4581457376480103
12,0.8592715263366699,0.3096930682659149,0.001,0.7423427104949951,0.7035264372825623
13,0.886072039604187,0.26619234681129456,0.0005,0.8209850788116455,0.42907968163490295
14,0.8872102499008179,0.2614937126636505,0.0005,0.8178808093070984,0.44625547528266907
15,0.9051117300987244,0.23464180529117584,0.0005,0.7978062629699707,0.5801006555557251
16,0.9025765657424927,0.22506460547447205,0.0005,0.7818708419799805,0.608132541179657
17,0.9172185659408569,0.20231369137763977,0.00025,0.7922185659408569,0.597230851650238
18,0.9171668291091919,0.2054094821214676,0.00025,0.8151903748512268,0.5159492492675781
0,0.6651899814605713,0.6564114689826965,0.001,0.640413761138916,0.6013372540473938
1,0.7346358895301819,0.5237633585929871,0.001,0.6396968364715576,0.6436815857887268
2,0.7811635732650757,0.4527777433395386,0.001,0.7701761722564697,0.4823819696903229
3,0.8065655827522278,0.4070364534854889,0.001,0.8191314935684204,0.3983747661113739
4,0.833555281162262,0.36654505133628845,0.001,0.7674108743667603,0.5790098309516907
5,0.8485352993011475,0.33754292130470276,0.001,0.8467841148376465,0.3464560806751251
6,0.868943989276886,0.30283689498901367,0.001,0.6947972178459167,0.5790471434593201
7,0.8823107481002808,0.27802547812461853,0.001,0.8712617754936218,0.3128064274787903
8,0.8932704925537109,0.2538868486881256,0.001,0.8574354648590088,0.32279279828071594
9,0.9073799252510071,0.22918380796909332,0.001,0.8645022511482239,0.37961867451667786
10,0.9145241975784302,0.21631276607513428,0.001,0.8275297284126282,0.6337748169898987
11,0.9256632328033447,0.1910126507282257,0.0005,0.861224889755249,0.449568510055542
12,0.9338318109512329,0.17182452976703644,0.0005,0.8881605863571167,0.29216015338897705
13,0.9338574409484863,0.16857124865055084,0.0005,0.852621853351593,0.5363966822624207
14,0.9348816871643066,0.16319864988327026,0.0005,0.8456575274467468,0.5526332855224609
15,0.9430758953094482,0.14885450899600983,0.0005,0.8841663002967834,0.3467594385147095
16,0.9503738880157471,0.13256193697452545,0.00025,0.8972756862640381,0.275691956281662
17,0.9528577327728271,0.12539996206760406,0.00025,0.9058787226676941,0.24141894280910492
18,0.9541893005371094,0.12335453182458878,0.00025,0.9035231471061707,0.2583434283733368
19,0.9565194845199585,0.1210264042019844,0.00025,0.8873412609100342,0.34710901975631714
20,0.9557512998580933,0.12073978036642075,0.00025,0.9083367586135864,0.21907471120357513
21,0.956801176071167,0.11514493823051453,0.00025,0.902191698551178,0.26989391446113586
22,0.9576461911201477,0.10964108258485794,0.00025,0.9024989604949951,0.2830076813697815
23,0.9595667123794556,0.10851071774959564,0.00025,0.9063908457756042,0.24100153148174286
24,0.9657635688781738,0.09778467565774918,0.000125,0.9073125720024109,0.2581162750720978
25,0.9640735387802124,0.09574297070503235,0.000125,0.9099754095077515,0.24199384450912476
0,0.9579278826713562,0.11245201528072357,0.00025,0.9006554484367371,0.2620975971221924
1,0.9596691727638245,0.10795912891626358,0.00025,0.9064932465553284,0.22172623872756958
2,0.9631004929542542,0.10320024937391281,0.00025,0.902191698551178,0.28112149238586426
3,0.9626907706260681,0.09985549747943878,0.00025,0.890618622303009,0.3813430666923523
4,0.964047908782959,0.09740146994590759,0.00025,0.904035210609436,0.2770349681377411
5,0.9691693186759949,0.0849052369594574,0.000125,0.9081318974494934,0.23635365068912506
6,0.9727542996406555,0.07832392305135727,0.000125,0.9018844962120056,0.2901826500892639
0,0.7074784636497498,0.6561371088027954,0.001,0.5023163557052612,2.988274574279785
1,0.7612508535385132,0.4894576370716095,0.001,0.6829913854598999,0.6798357367515564
2,0.7741562128067017,0.47009027004241943,0.001,0.7309728860855103,0.5001598596572876
3,0.7903706431388855,0.4469742178916931,0.001,0.5598940849304199,0.8315443992614746
4,0.814113199710846,0.40537720918655396,0.001,0.5794175863265991,0.7786804437637329
5,0.8262739777565002,0.38667234778404236,0.001,0.6591660976409912,0.810933530330658
6,0.8350430130958557,0.3646247386932373,0.0005,0.6968894600868225,0.5660186409950256
7,0.8490238189697266,0.34004148840904236,0.0005,0.6661151647567749,0.7431964874267578
0,0.7194738388061523,0.6249793767929077,0.001,0.517207145690918,5.202410697937012
1,0.7676208019256592,0.4787822365760803,0.001,0.5959629416465759,1.2499750852584839
2,0.7958305478096008,0.4453933537006378,0.001,0.6118464469909668,0.8597120642662048
